Market Name,Address Line 1,City,Zip,Market Link,Operation Hours,Operation Season,Latitude,Longitude
Salem Rt. 22 Farmers' Market,Route 22 and Railroad St.,Salem,12865,https://www.facebook.com/pages/Route-22-Farmers-Market-Salem-Granville-Whitehall/104950399561700,Saturday  10am-1pm,May 28-October 29,43.17322,-73.32837
Sandy Hill Farmers Market,179 Main St,Hudson Falls,12839,https://www.facebook.com/Sandy-Hill-Farmers-Market-1618849331730169/,"Sunday 9-1, Sept 16-Oct 16:, Sunday 10-1",June 4 - October 16,43.30111,-73.58657
Whitehall Rt. 22 Farmers' Market,Route 22 and Poultney Street,Whitehall,12887,,Tuesday  11am-2pm,June 7-October 25,43.54858,-73.4054
Curbside Market-Newark Wayne Hospital,1200 Driving Park Ave,Newark,14513,http://www.foodlinkny.org,Tuesday  11:35am-12:15pm,July-November,43.05973,-77.10224
Ginegaw Farmers' Market,3600 Lorraine Drive,Walworth,14568,,Tuesday  3pm-6pm,June 14-October 11,43.13404,-77.28888
Lyons Farmers' Market,Church St and William St,Lyons,14489,http://www.lyonsny.com/farmers-market,Saturday  7:30am-11am,June 11-October 22,43.06336,-76.99243
Macedon Farmers' Market,200 East Main St,Macedon,14502,https://www.facebook.com/macedoncommunityfarmersmarket/timeline?ref=page_internal,Wed  2pm-6pm,June 29-October 19,43.07009,-77.29046
Newark Farmers' Market,Church St and South Main St,Newark,14513,http://www.facebook.com/newarkfarmersmarket,Thursday  2:30pm-6pm,June 2-October 20,43.04468,-77.09522
Sodus Farmers' Market,58 West Main St,Sodus,14551,,Wednesday  2:30pm-6pm,June 15-October 12,43.23615,-77.06587
The Apple Shed Farm Stand,3391 Fairville Maple Ridge Rd,Newark,14513,http://www.theappleshed.com,"Mon-Sat  10am-6pm, Sunday  12pm-6pm",June 11-December 23,43.12916,-77.09792
Wolcott Area Farmers' Market,Washington Street and New Hartford Street,Wolcott,14590,,Thursday  2:30pm-6pm,June 9-October 6,43.21855,-76.81491
Bowen Farm Stand,"14 North Columbus Ave.,",Mount Vernon,10553,,"Tue-Fri  10am-6pm, Saturday  9am-6pm",June 1-November 30,40.9125,-73.82372
Bronxville Farmers' Market,26 Paxton Ave.,Bronxville,10708,http://www.bronxvillefarmersmarket.com,Saturday  8:30am-1pm,May 7-November 19,40.94093,-73.83796
Chappaqua Farmers' Market,108 Allen Place,Chappaqua,10514,http://chappaquafarmersmarket.org/,Saturdays 8:30am - 1pm,May-November,41.158667,-73.774039
Croton on Hudson Farmers' Market,1 VanWyck St.,Croton-on-Hudson,10520,http://www.downtoearthmarkets.com,Sunday  9am-2pm,June 5-December 18,41.20811,-73.88748
Dobbs Ferry Farmers' Market,Cedar St and Main St,Dobbs Ferry,10522,,Friday  10am-4pm,June 3-November 18,41.01628,-73.87365
Food Family Farm Farmers' Market,31 East Prospect Ave,Mount Vernon,10550,,Saturday  9am-2pm,August 6-November 26,40.91274,-73.8356
Hartsdale Farmers' Market,East Hartsdale Ave and Fenimore Rd,Hartsdale,10530,,Saturday  8am-4pm,June 4-November 19,41.01072,-73.79656
Harvest for Health Farmers' Market,1980 Crompond Rd.,Cortland Manor,10567,http://www.hvhc.org/patient-service/farmers-market.html,1st & 3rd Tue 11am-4pm,May 3-November 30,41.29265,-73.89242
Hastings Farmers' Market,7 Maple Ave,Hastings,10706,http://www.hastingsfarmersmarket.org,Saturday  8:30am-1:30pm,June 4-November 19,40.99561,-73.88317
Hilltop Hanover Farm Farm Stand,1271 Hanover St,Yorktown heights,10598,http://www.hilltophanoverfarm.org,"Friday 1pm-6pm, Saturday 10am-4pm",April 1- November 25,41.25172,-73.77248
John Jay Homestead Farmers' Market,400 Jay St.,Katonah,10536,http://www.johnjayhomestead.org,Saturday  9am-1pm,June 11-October 29,41.24819,-73.65956
Larchmont Farmers' Market,Chatsworth Ave and North Ave,Larchmont,10538,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,April 23-December 17,40.93321,-73.75965
Muscoot Farmers' Market,51 Route 100,Katonah,10536,http://www.muscootfarm.org,Sunday 9:30am-2:30pm,May 8-November 13,41.261,-73.72325
New Rochelle Farmers' Market,794 North Ave,New Rochelle,10801,http://www.downtoearthmarkets.com,Friday  8:30am-2:30pm,June 3-November 18,40.92803,-73.78952
New Rochelle Grand Market,Library Green,New Rochelle,10801,http://www.newrochellegrandmarket.com,Saturday  9am-2pm,June 4-October 29,40.91014,-73.78299
Ossining Farmers' Market,Main St and Spring St,Ossining,10562,http://www.downtoearthmarkets.com,Saturday 8am-1pm,Year-round,41.16105,-73.86351
Peekskill Farmers' Market,13 Bank St,Peekskill,10566,http://www.peekskillfarmersmarket.com,Saturday  8am-2pm,June 4-November 19,41.29168,-73.91888
Peekskill WINTER Farmers' Market,4 Nelson Ave,Peekskill,10566,http://www.peekskillfarmersmarket.com,Saturday  10am-2pm,January-May,41.29106,-73.92264
Pleasantville Farmers' Market,Manville Rd and Wheeler Ave,Pleasantville,10570,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,April 2-November 19,41.13526,-73.79218
Pleasantville WINTER Farmers' Market,40 Romer Ave,Pleasantville,10570,http://www.pleasantvillefarmersmarket.org,Saturday  9am-1pm,December 3-April 1,41.134501,-73.785274
Rye Farmers' Market,Theodore Fremd Ave and Purchase St,Rye,10580,http://www.downtoearthmarkets.com,Sunday  8:30am-2pm,May 22-December 4,40.98485,-73.68464
Saint John's Church - Yonkers Farmers' Market,1 Hudson St,Yonkers,10701,http://stjohnsfarmersmarket.blogspot.com,Thursday  8am-5pm,July 7-November 17,40.93364,-73.89879
Saw Mill Farmers' Market,Main Street and Van der Donck Street,Yonkers,10705,http://www.groundworkhv.org,Friday  12pm-5pm,June 3-October 28,40.93464,-73.90402
Tarrytown & Sleepy Hollow TaSH Farmers' Market,Patriots Park Route 9,Sleepy Hollow,10591,http://www.tashfarmersmarket.com,Saturday  8:30am-2pm,May 28-November 19,41.08525,-73.85924
White Plains (International) Farmers' Market,125 Court St,White Plains,10601,http://www.bensidounusa.com,Wednesday  8am-4pm,May 4-November 23,41.02952,-73.7663
Artisan Villa Farmers' Market,140 North Main Street,Warsaw,14569,http://www.marketatthevilla.com,Thursday  3pm-7pm,May 26-September 29,42.74314,-78.13162
Perry Farmers' Market,Main St and Borden Ave,Perry,14530,http://www.perryfarmersmarket.com,Sat  8:30am-12:30pm,June 18-September 24,42.71842,-78.00218
Warsaw Farmers' Market,2444 N. Main St.,Warsaw,14569,,Thursday  12pm-4pm,July 14-October 13,42.74796,-78.13257
Branchport Farmers' Market,3369 Guyanoga Rd.,Branchport,14418,,Thursday  4pm-7pm,May 26-October 27,42.60112,-77.15534
Keuka Trail Farm Stand,3554 Darby's Corners Rd.,Branchport,14418,,Fri/Sat/Sun  9am-6pm,May 27-November 1,42.59296,-77.18803
The Windmill Farmers' Market,3900 State Route 14A,Penn Yan,14527,http://www.thewindmill.com,Saturday  8am-4:30pm,April 30-December 10,42.57687,-77.03609
Yates Co. Co-op Farm & Craft Market,Main St and Elm St,Penn Yan,14527,http://facebook.com/PennYan.Farmers.Market,Saturday  7:30am-12pm,May 28-October 15,42.66095,-77.05365
